TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
JC012323CANUNDER_A01,4,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_MB_INPUT_PST,0.160000,7.000000,250.000000,Y,N,CONSUMERS_USE|Retail Sales Tax (RST)|General Sales and Use Tax,1234567||||,MANITOBA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|179.94|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-0.940000|30.0|17.34|Y,2023-01-23
JC012323CANUNDER_A01,4,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.500000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-0.940000|30.0|17.34|Y,2023-01-23
JC012323CANUNDER_A01,5,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_NB_INPUT_PST,0.000000,0.000000,0.000000,N,N,NONE||,N,NEW BRUNSWICK,NO_TAX|NO TAX||||21|||||F,RICA103142|179.94|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-0.940000|37.5|0.0|Y,2023-01-23
JC012323CANUNDER_A01,5,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,37.300000,15.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-0.940000|37.5|0.0|Y,2023-01-23
JC012323CANUNDER_A01,6,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,32.330000,13.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-0.940000|32.5|0.0|Y,2023-01-23
JC012323CANUNDER_A01,6,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_ON_INPUT_PST,0.000000,0.000000,0.000000,N,N,NONE||,N,ONTARIO,NO_TAX|NO TAX||||21|||||F,RICA103142|179.94|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-0.940000|32.5|0.0|Y,2023-01-23
JC012323CANUNDER_A02,5,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,38.030000,15.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|41.53|0|Y,2023-01-23
JC012323CANUNDER_A02,5,VERTEX CA FEE,PROVINCE CA FEE INPUT,VTX_CA_FEE_STD,VTX_CA_NB_INPUT_FEE,0.440000,1.400000,250.000000,N,N,SALES|Environmental Handling Fee|Environmental Waste Recycling Fee,1234567||||,NEW BRUNSWICK,TAXABLE|DEFAULT||QUANTITY||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|41.53|0|Y,2023-01-23
JC012323CANUNDER_A02,2,VERTEX CA FEE,PROVINCE CA FEE INPUT,VTX_CA_FEE_STD,VTX_CA_AB_INPUT_FEE,3.510000,1.920000,250.000000,N,N,SALES|Advance Disposal Surcharge|Environmental Waste Recycling Fee,1234567||||,ALBERTA,TAXABLE|DEFAULT||QUANTITY||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|17.54|0|Y,2023-01-23
JC012323CANUNDER_A02,2,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.740000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|17.54|0|Y,2023-01-23
JC012323CANUNDER_A02,4,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_MB_INPUT_PST,1.240000,7.000000,250.000000,Y,N,CONSUMERS_USE|Retail Sales Tax (RST)|General Sales and Use Tax,1234567||||,MANITOBA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|31.12|16.26|Y,2023-01-23
JC012323CANUNDER_A02,4,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.550000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|31.12|16.26|Y,2023-01-23
JC012323CANUNDER_A02,4,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_MB_INPUT_PST,16.260000,7.000000,251.000000,N,N,SALES|Retail Sales Tax (RST)|General Sales and Use Tax,1234567||||,MANITOBA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|31.12|16.26|Y,2023-01-23
JC012323CANUNDER_A02,6,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,30.110000,13.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|32.5|0|Y,2023-01-23
JC012323CANUNDER_A02,3,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_BC_INPUT_PST,16.780000,7.000000,251.500000,N,N,SALES|Provincial Sales Tax (PST)|General Sales and Use Tax,1234567||||,BRITISH COLUMBIA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|31.68|16.78|Y,2023-01-23
JC012323CANUNDER_A02,3,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_BC_INPUT_PST,0.720000,7.000000,250.000000,Y,N,CONSUMERS_USE|Provincial Sales Tax (PST)|General Sales and Use Tax,1234567||||,BRITISH COLUMBIA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|31.68|16.78|Y,2023-01-23
JC012323CANUNDER_A02,3,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.570000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|31.68|16.78|Y,2023-01-23
JC012323CANUNDER_A02,1,VERTEX CA QST,PROVINCE CA QST INPUT,VTX_CA_QST_STD,VTX_CA_QC_INPUT_QST,23.450000,9.975000,250.000000,N,100.000000,VAT|Quebec Sales Tax (VAT)|VAT,1234567||||,QUEBEC,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|38.87|0|Y,2023-01-23
JC012323CANUNDER_A02,1,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.560000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|UNDERCHARGED|PAYCHARGEDACCRDIFF|PROFILE|179.000000|-14.240000|38.87|0|Y,2023-01-23
JC012323CANMTCH_A01,6,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_ON_INPUT_PST,0.000000,0.000000,0.000000,N,N,NONE||,N,ONTARIO,NO_TAX|NO TAX||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|32.5|0.0|Y,2023-01-23
JC012323CANMTCH_A01,6,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,32.500000,13.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|32.5|0.0|Y,2023-01-23
JC012323CANMTCH_A01,5,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_NB_INPUT_PST,0.000000,0.000000,0.000000,N,N,NONE||,N,NEW BRUNSWICK,NO_TAX|NO TAX||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|37.5|0.0|Y,2023-01-23
JC012323CANMTCH_A01,5,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,37.500000,15.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|37.5|0.0|Y,2023-01-23
JC012323CANMTCH_A01,1,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.500000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|37.44|0|Y,2023-01-23
JC012323CANMTCH_A01,1,VERTEX CA QST,PROVINCE CA QST INPUT,VTX_CA_QST_STD,VTX_CA_QC_INPUT_QST,24.940000,9.975000,250.000000,N,100.000000,VAT|Quebec Sales Tax (VAT)|VAT,1234567||||,QUEBEC,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|37.44|0|Y,2023-01-23
JC012323CANMTCH_A01,4,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_MB_INPUT_PST,17.500000,7.000000,250.000000,N,N,SALES|Retail Sales Tax (RST)|General Sales and Use Tax,1234567||||,MANITOBA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|30.0|17.5|Y,2023-01-23
JC012323CANMTCH_A01,4,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.500000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|30.0|17.5|Y,2023-01-23
JC012323CANMTCH_A01,3,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_BC_INPUT_PST,17.500000,7.000000,250.000000,N,N,SALES|Provincial Sales Tax (PST)|General Sales and Use Tax,1234567||||,BRITISH COLUMBIA,TAXABLE|DEFAULT||SINGLE_RATE||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|30.0|17.5|Y,2023-01-23
JC012323CANMTCH_A01,3,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.500000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|30.0|17.5|Y,2023-01-23
JC012323CANMTCH_A01,2,VERTEX CA PST,PROVINCE CA PST INPUT,VTX_CA_PST_STD,VTX_CA_AB_INPUT_PST,0.000000,0.000000,0.000000,N,N,NONE||,N,ALBERTA,NO_TAX|NO TAX||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|12.5|0.0|Y,2023-01-23
JC012323CANMTCH_A01,2,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.500000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|179.94|MATCHED|PAYCHARGED||179.940000|0.000000|12.5|0.0|Y,2023-01-23
JC012323CANOVER_A02,5,VERTEX CA FEE,PROVINCE CA FEE INPUT,VTX_CA_FEE_STD,VTX_CA_NB_INPUT_FEE,3.500000,1.400000,250.000000,N,N,SALES|Environmental Handling Fee|Environmental Waste Recycling Fee,1234567||||,NEW BRUNSWICK,TAXABLE|DEFAULT||QUANTITY||21|||||F,RICA103142|193.24|OVERCHARGED|PAYCHARGED|PROFILE|260.000000|66.760000|41.53|0|Y,2023-01-23
JC012323CANOVER_A02,5,VERTEX CA HST,COUNTRY CA HST INPUT1,VTX_CA_HST_STD,VTX_CA_INPUT_HST,52.380000,15.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|OVERCHARGED|PAYCHARGED|PROFILE|260.000000|66.760000|41.53|0|Y,2023-01-23
JC012323CANOVER_A02,4,VERTEX CA GST,COUNTRY CA GST INPUT1,VTX_CA_GST_STD,VTX_CA_INPUT_GST,12.550000,5.000000,250.000000,N,100.000000,VAT|GST/HST|Goods and Services Tax,1234567|CN887655|||,CANADA,TAXABLE|DEFAULT||||21|||||F,RICA103142|193.24|OVERCHARGED|PAYCHARGED|PROFILE|260.000000|66.760000|31.12|28.32|Y,2023-01-23
