TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
JK051923VCM051,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM050,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM053,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM052,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM047,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM046,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM049,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM048,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM043,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM042,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM045,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM044,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM039,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM038,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM041,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM040,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM067,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM066,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM069,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM068,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM063,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM062,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM065,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM064,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM059,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM058,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM061,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM060,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM055,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM054,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM057,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM056,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM083,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM082,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM085,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM084,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM079,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM078,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM081,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM080,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM075,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM074,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM077,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM076,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM071,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM070,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM073,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM072,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM099,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM098,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM101,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM100,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM095,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM094,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM097,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM096,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM091,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM090,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM093,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM092,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM087,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM086,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM089,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM088,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM115,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM114,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM117,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM116,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM111,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM110,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM113,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM112,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM107,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM106,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM109,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM108,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM103,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM102,1,VERTEX GB VAT,COUNTRY GB OUTPUT,VTX_GB_VAT_STD,VTX_GB_808260000,0.000000,0.000000,0.000000,N,N,NONE||,N,UNITED KINGDOM,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM105,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM104,1,VERTEX NL VAT,COUNTRY NL OUTPUT,VTX_NL_VAT_STD,VTX_NL_805280000,0.000000,0.000000,0.000000,N,N,NONE||,N,NETHERLANDS,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM118,1,VERTEX ES VAT,COUNTRY ES OUTPUT,VTX_ES_VAT_STD,VTX_ES_807240000,0.000000,0.000000,0.000000,N,N,NONE||,N,SPAIN,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM003,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM002,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM005,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM004,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM001,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM019,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM018,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM021,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM020,1,VERTEX DE VAT,COUNTRY DE OUTPUT,VTX_DE_VAT_STD,VTX_DE_802760000,0.000000,0.000000,0.000000,N,N,NONE||,N,GERMANY,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM015,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM014,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM017,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM016,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM011,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM010,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM013,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM012,1,VERTEX PT VAT,COUNTRY PT OUTPUT,VTX_PT_VAT_STD,VTX_PT_806200000,0.000000,0.000000,0.000000,N,N,NONE||,N,PORTUGAL,NO_TAX||||||||||F,N,2023-05-19
JK051923VCM007,1,VERTEX AT VAT,COUNTRY AT OUTPUT,VTX_AT_VAT_STD,VTX_AT_800400000,0.000000,0.000000,0.000000,N,N,NONE||,N,AUSTRIA,NO_TAX||||||||||F,N,2023-05-19
