TRX_NUMBER,LINE_NUMBER,TAX_REGIME_CODE,TAX,TAX_RATE_CODE,TAX_JURISDICTION_CODE,TAX_AMT,TAX_RATE,TAXABLE_AMT,SELF_ASSESSED_FLAG,PROVIDER_REC_RATE,ATTRIBUTE11,ATTRIBUTE12,ATTRIBUTE13,ATTRIBUTE14,ATTRIBUTE15,TRX_DATE
BP071123ZERO_A02,2,VERTEX US TAX,SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,9.380000,0.375000,2500.000000,Y,N,CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,|98-765432|||,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|221.88||,2023-07-11
BP071123MATCH_CM02,2,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-221.880000,8.875000,-2500.000000,N,N,SELLER_USE|Local Sales and Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-221.88|-221.88|Y,2023-07-11
BP071123MATCH_CM02,3,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-175.000000,7.000000,-2500.000000,N,N,SELLER_USE|Sales and Use Tax|General Sales and Use Tax,N,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-175.0|-175|Y,2023-07-11
BP071123MATCH_CM02,4,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-231.250000,9.250000,-2500.000000,N,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-231.25|-231.25|Y,2023-07-11
BP071123MATCH_CM02,1,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-150.000000,6.000000,-2500.000000,N,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|MATCHED|PAYCHARGED||-778.130000|0.000000|-150.0|-150|Y,2023-07-11
BP071123ZERO_A01,1,VERTEX US TAX,STATE,STD,ST-VTL-330000000,400.000000,4.000000,10000.000000,Y,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-887.500000|887.5||,2023-07-11
BP071123ZERO_A01,1,VERTEX US TAX,CITY,STD,CI-VTL-330612010,450.000000,4.500000,10000.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-887.500000|887.5||,2023-07-11
BP071123ZERO_A01,1,VERTEX US TAX,SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,37.500000,0.375000,10000.000000,Y,N,CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,|98-765432|||,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-887.500000|887.5||,2023-07-11
BP071123MATCH_CM01,1,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-887.500000,8.875000,-10000.000000,N,N,SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,N,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|MATCHED|PAYCHARGED||-887.500000|0.000000|-887.5|-887.5|Y,2023-07-11
BP071123OVER_A02,1,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,192.760000,6.000000,2500.000000,N,N,SALES|Sales and Use Tax|General Sales and Use Tax,N,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|OVERCHARGED|PAYCHARGED|RANGE|1000.000000|221.870000|150.0|192.77|Y,2023-07-11
BP071123OVER_A02,4,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,297.190000,9.250000,2500.000000,N,N,SELLER_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|OVERCHARGED|PAYCHARGED|RANGE|1000.000000|221.870000|231.25|297.19|Y,2023-07-11
BP071123OVER_A02,3,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,224.900000,7.000000,2500.000000,N,N,SELLER_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax,N,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|778.13|OVERCHARGED|PAYCHARGED|RANGE|1000.000000|221.870000|175.0|224.9|Y,2023-07-11
BP071123OVER_A02,2,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,285.150000,8.875000,2500.000000,N,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|778.13|OVERCHARGED|PAYCHARGED|RANGE|1000.000000|221.870000|221.88|285.15|Y,2023-07-11
BP071123OVER_CM01,1,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-1000.000000,8.875000,-10000.000000,N,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|OVERCHARGED|PAYCHARGED|RANGE|-1000.000000|112.500000|-887.5|-1000|Y,2023-07-11
BP071123ZERO_CM02,3,VERTEX US TAX,SALES_TAX_DISTRICT_3,STD,DI-VTL-78399,-2.500000,0.100000,-2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,SCIENTIFIC AND CULTURAL FACILITIES DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-273.53||,2023-07-11
BP071123ZERO_CM02,3,VERTEX US TAX,SALES_TAX_DISTRICT_4,STD,DI-VTL-78135,-25.000000,1.000000,-2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,REGIONAL TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-273.53||,2023-07-11
BP071123ZERO_CM02,3,VERTEX US TAX,CITY,STD,CI-VTL-060010100,-112.500000,4.500000,-2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,COMMERCE CITY,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-273.53||,2023-07-11
BP071123ZERO_CM02,3,VERTEX US TAX,STATE,STD,ST-VTL-060000000,-72.500000,2.900000,-2500.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,COLORADO,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-273.53||,2023-07-11
BP071123ZERO_CM02,4,VERTEX US TAX,COUNTY,STD,CO-VTL-430370000,-56.250000,2.250000,-2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-231.25||,2023-07-11
BP071123ZERO_CM02,4,VERTEX US TAX,STATE,STD,ST-VTL-430000000,-175.000000,7.000000,-2500.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-231.25||,2023-07-11
BP071123ZERO_CM02,1,VERTEX US TAX,STATE,STD,ST-VTL-390000000,-150.000000,6.000000,-2500.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-150.0||,2023-07-11
BP071123ZERO_CM02,2,VERTEX US TAX,CITY,STD,CI-VTL-330612010,-112.500000,4.500000,-2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-221.88||,2023-07-11
BP071123ZERO_CM02,2,VERTEX US TAX,SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-9.380000,0.375000,-2500.000000,Y,N,CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,|98-765432|||,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-221.88||,2023-07-11
BP071123ZERO_CM02,2,VERTEX US TAX,STATE,STD,ST-VTL-330000000,-100.000000,4.000000,-2500.000000,Y,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|-221.88||,2023-07-11
BP071123OVER_A01,1,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,1000.000000,8.875000,10000.000000,N,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|887.5|OVERCHARGED|PAYCHARGED|RANGE|1000.000000|112.500000|887.5|1000|Y,2023-07-11
BP071123ZERO_A02,4,VERTEX US TAX,STATE,STD,ST-VTL-430000000,175.000000,7.000000,2500.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|231.25||,2023-07-11
BP071123ZERO_A02,4,VERTEX US TAX,COUNTY,STD,CO-VTL-430370000,56.250000,2.250000,2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|231.25||,2023-07-11
BP071123ZERO_A02,3,VERTEX US TAX,SALES_TAX_DISTRICT_4,STD,DI-VTL-78135,25.000000,1.000000,2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,REGIONAL TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|273.53||,2023-07-11
BP071123ZERO_A02,3,VERTEX US TAX,SALES_TAX_DISTRICT_3,STD,DI-VTL-78399,2.500000,0.100000,2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,SCIENTIFIC AND CULTURAL FACILITIES DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|273.53||,2023-07-11
BP071123ZERO_A02,3,VERTEX US TAX,CITY,STD,CI-VTL-060010100,112.500000,4.500000,2500.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,COMMERCE CITY,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|273.53||,2023-07-11
BP071123ZERO_A02,3,VERTEX US TAX,STATE,STD,ST-VTL-060000000,72.500000,2.900000,2500.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,COLORADO,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|273.53||,2023-07-11
BP071123ZERO_A02,2,VERTEX US TAX,STATE,STD,ST-VTL-330000000,100.000000,4.000000,2500.000000,Y,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|876.66|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-876.660000|221.88||,2023-07-11
BP071123ZERO_CM01,1,VERTEX US TAX,STATE,STD,ST-VTL-330000000,-400.000000,4.000000,-10000.000000,Y,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-887.500000|-887.5||,2023-07-11
BP071123ZERO_CM01,1,VERTEX US TAX,CITY,STD,CI-VTL-330612010,-450.000000,4.500000,-10000.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-887.500000|-887.5||,2023-07-11
BP071123ZERO_CM01,1,VERTEX US TAX,SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,-37.500000,0.375000,-10000.000000,Y,N,CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,|98-765432|||,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-887.5|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-887.500000|-887.5||,2023-07-11
BP071123MAXTAX_CM02,1,VERTEX US TAX,STATE,STD,ST-VTL-100000000,-600.000000,6.000000,-10000.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-650.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-650.000000|-650.0||,2023-07-11
BP071123MAXTAX_CM02,1,VERTEX US TAX,COUNTY,STD,CO-VTL-100250000,-50.000000,1.000000,-5000.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax,|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|-650.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-650.000000|-650.0||,2023-07-11
BP071123FRT_A01,2,VERTEX US TAX,STATE,STD,ST-VTL-390000000,27.000000,6.000000,450.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|100.94|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-100.940000|27.0||,2023-07-11
BP071123FRT_A01,1,VERTEX US TAX,STATE,STD,ST-VTL-330000000,18.000000,4.000000,450.000000,Y,N,CONSUMERS_USE|Sales and Compensating Use Tax|General Sales and Use Tax,N,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|100.94|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-100.940000|73.94||,2023-07-11
BP071123FRT_A01,1,VERTEX US TAX,SALES_TAX_DISTRICT_1,STD,DI-VTL-79774,1.690000,0.375000,450.000000,Y,N,CONSUMERS_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,|98-765432|||,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|100.94|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-100.940000|73.94||,2023-07-11
BP071123FRT_A01,1,VERTEX US TAX,CITY,STD,CI-VTL-330612010,20.250000,4.500000,450.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,NEW YORK,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|100.94|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-100.940000|73.94||,2023-07-11
BP071123TIERTAX_CM01,1,VERTEX US TAX,STATE,STD,ST-VTL-430000000,-700.000000,7.000000,-10000.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-736.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-736.000000|-736.0||,2023-07-11
BP071123TIERTAX_CM01,1,VERTEX US TAX,COUNTY,STD,CO-VTL-430370000,-36.000000,2.250000,-1600.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|-736.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-736.000000|-736.0||,2023-07-11
BP071123MAXTAX_A01,1,VERTEX US TAX,COUNTY,STD,CO-VTL-100250000,50.000000,1.000000,5000.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax,|98-765432|||,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|650.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-650.000000|650.0||,2023-07-11
BP071123MAXTAX_A01,1,VERTEX US TAX,STATE,STD,ST-VTL-100000000,600.000000,6.000000,10000.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,FLORIDA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|650.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-650.000000|650.0||,2023-07-11
BP071123OVER_CM02,1,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-192.760000,6.000000,-2500.000000,N,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,PENNSYLVANIA,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|OVERCHARGED|PAYCHARGED|RANGE|-1000.000000|221.870000|-150.0|-192.77|Y,2023-07-11
BP071123OVER_CM02,4,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-297.190000,9.250000,-2500.000000,N,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|OVERCHARGED|PAYCHARGED|RANGE|-1000.000000|221.870000|-231.25|-297.19|Y,2023-07-11
BP071123OVER_CM02,2,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-285.150000,8.875000,-2500.000000,N,N,SELLER_USE|Metropolitan Commuter Transportation District|General Sales and Use Tax,N,METROPOLITAN COMMUTER TRANSPORTATION DISTRICT,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|-778.13|OVERCHARGED|PAYCHARGED|RANGE|-1000.000000|221.870000|-221.88|-285.15|Y,2023-07-11
BP071123OVER_CM02,3,VERTEX COMMON TAX,VERTEX TAX,STD,VTX_VERTEX_TAX_JURCD,-224.900000,7.000000,-2500.000000,N,N,SELLER_USE|Local Sales and Use Tax (Discretionary Sales Surtax)|General Sales and Use Tax,N,MIAMI-DADE,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|-778.13|OVERCHARGED|PAYCHARGED|RANGE|-1000.000000|221.870000|-175.0|-224.9|Y,2023-07-11
BP071123TIERTAX_A01,1,VERTEX US TAX,COUNTY,STD,CO-VTL-430370000,36.000000,2.250000,1600.000000,Y,N,CONSUMERS_USE|Local Sales and Use Tax|General Sales and Use Tax,|98-765432|||,DAVIDSON,TAXABLE|DEFAULT||TIERED|||||||F,RIUS104111|736.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-736.000000|736.0||,2023-07-11
BP071123TIERTAX_A01,1,VERTEX US TAX,STATE,STD,ST-VTL-430000000,700.000000,7.000000,10000.000000,Y,N,CONSUMERS_USE|Sales and Use Tax|General Sales and Use Tax,N,TENNESSEE,TAXABLE|DEFAULT||SINGLE_RATE|||||||F,RIUS104111|736.0|ZEROCHARGED|ACCRUEALL|RANGE|0.000000|-736.000000|736.0||,2023-07-11
